type,name,barcode,variety,brand,slug,sku,unit,selectedPurchasingUnit,stockLevel,eachUnitQuantity,averageWeightPerUnit,hasShopperNotes,departments,subsAllowed,supportsBothEachAndKgPricing,adId,brandSuggestionId,brandSuggestionName,priceUnitLabel,availabilityStatus,onlineSample,onlineSampleRealProductMapId,isAgeRestricted,isTobaccoProduct,price.originalPrice,price.salePrice,price.savePrice,price.savePercentage,price.canShowSavings,price.hasBonusPoints,price.isClubPrice,price.isSpecial,price.isNew,price.canShowOriginalPrice,price.discount,price.total,price.isTargetedOffer,price.averagePricePerSingleUnit,price.isBoostOffer,price.purchasingUnitPrice,price.orderedPrice,price.isUsingOrderedPrice,price.currentPricingMatchesOrderedPricing,price.extendedListPrice,price.originalAveragePricePerSingleUnit,price.promotionStartDate,price.promotionEndDate,images.small,images.big,quantity.min,quantity.max,quantity.increment,quantity.value,quantity.quantityInOrder,quantity.purchasingQuantityString,size.cupListPrice,size.cupPrice,size.cupMeasure,size.packageType,size.volumeSize,productTag.tagType,productTag.multiBuy,productTag.bonusPoints,productTag.additionalTag.name,productTag.additionalTag.link,productTag.additionalTag.imagePath,productTag.additionalTag.linkTarget,productTag.additionalTag.altText,productTag.targetedOffer,productTag.boostOffer,id,link,positionIndex,headingText,paragraphText,products,image.src,image.alt,mobileImage.src,mobileImage.alt,productTag,content,additionalClassNames,secondaryImage.src,secondaryImage.alt,action.title,action.link,action.underlay,action.class,productTag.multiBuy.quantity,productTag.multiBuy.value,productTag.multiBuy.link,productTag.multiBuy.multiCupValue,productTag.additionalTag
Product,fresh fruit bananas snack pack,5099368909242,snack pack,fresh fruit,fresh-fruit-bananas-snack-pack,644247,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.45,4.45,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/644247.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/644247.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.0,0.0,,,6pack,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit bananas yellow loose,9354829000064,yellow loose,fresh fruit,fresh-fruit-bananas-yellow-loose,133211,Kg,,3.0,,0.25,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,3.75,3.75,0.0,0.0,True,False,False,False,False,True,,,False,0.94,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/133211.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/133211.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.25,100.0,0.25,,,,3.75,3.75,1kg,min order 250g,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit mandarins satsuma,9421009640027,satsuma,fresh fruit,fresh-fruit-mandarins-satsuma,143418,Kg,,3.0,,0.15,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,Out of Stock,,0.0,False,False,5.49,5.49,0.0,0.0,True,False,False,False,False,True,,,False,0.82,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/143418.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/143418.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.1,100.0,0.1,,,,5.49,5.49,1kg,min order 150g,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable broccoli head,9414742350858,head,fresh vegetable,fresh-vegetable-broccoli-head,281082,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.0,2.0,1.0,33.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/281082.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/281082.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.0,2.0,1ea,,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable onions brown,9414742352296,brown,fresh vegetable,fresh-vegetable-onions-brown,144329,Kg,,3.0,,0.15,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,2.49,2.49,0.0,0.0,True,False,False,False,False,True,,,False,0.37,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/144329.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/144329.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.1,100.0,0.1,,,,2.49,2.49,1kg,loose,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable carrots ,9414742351053,,fresh vegetable,fresh-vegetable-carrots,135344,Kg,,3.0,,0.15,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,2.75,2.25,0.5,0.0,False,False,False,False,False,True,,,False,0.41,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/135344.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/135344.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.1,100.0,0.1,,,,2.75,2.25,1kg,loose,per kg,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit apples kids,9400597062343,kids,fresh fruit,fresh-fruit-apples-kids,11723,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,5.99,5.5,0.49,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/11723.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/11723.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.99,5.5,1kg,,1kg,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh tomatoes loose,9414742353200,loose,fresh,fresh-tomatoes-loose,149681,Kg,,3.0,,0.12,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,14.0,14.0,0.0,0.0,True,False,False,False,False,True,,,False,1.68,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/149681.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/149681.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.2,100.0,0.1,,,,14.0,14.0,1kg,,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit mandarins afourer loose,9369998222025,afourer loose,fresh fruit,fresh-fruit-mandarins-afourer-loose,314075,Kg,,3.0,,0.2,,"[{'id': 4, 'name': 'Fridge & Deli'}]",False,True,,,,,In Stock,,0.0,False,False,6.99,5.49,1.5,20.0,False,False,False,False,False,True,,,False,1.4,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/314075.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/314075.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.2,100.0,0.1,,,,6.99,5.49,1kg,min order 200g,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable cucumbers telegraph,9421901390013,telegraph,fresh vegetable,fresh-vegetable-cucumbers-telegraph,281455,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.95,4.95,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/281455.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/281455.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.95,4.95,1ea,,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable red onions peeled,0267175000000,peeled,fresh vegetable,fresh-vegetable-red-onions-peeled,324084,Kg,,3.0,,0.3,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,6.99,4.99,2.0,25.0,False,False,False,False,False,True,,,False,2.1,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/324084.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/324084.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.3,100.0,0.1,,,,6.99,4.99,1kg,loose,per kg,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit mandarins prepacked,9322996001177,prepacked,fresh fruit,fresh-fruit-mandarins-prepacked,799477,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.99,5.49,1.5,20.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/799477.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/799477.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,7.77,6.1,1kg,,900g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh salad baby spinach,9300633620196,baby spinach,woolworths,woolworths-fresh-salad-baby-spinach,581130,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,7.6,7.6,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/581130.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/581130.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,30.4,30.4,1kg,,250g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit oranges navel,96704000453,navel,fresh fruit,fresh-fruit-oranges-navel,149885,Kg,,3.0,,0.2,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,5.9,4.5,1.4,20.0,False,False,False,False,False,True,,,False,1.18,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/149885.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/149885.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.2,100.0,0.1,,,,5.9,4.5,1kg,loose,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,leaderbrand lettuce crispy iceberg,9421904598010,crispy iceberg,leaderbrand,leaderbrand-lettuce-crispy-iceberg,194870,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.75,3.75,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/194870.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/194870.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.75,3.75,1ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable potatoes baby perlas,9414316400040,baby perlas,fresh vegetable,fresh-vegetable-potatoes-baby-perlas,337557,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,Out of Stock,,0.0,False,False,5.9,5.9,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/337557.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/337557.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,8.43,8.43,1kg,bag,700g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh avocado pre-ripened,0267980000004,pre-ripened,fresh,fresh-avocado-pre-ripened,354360,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,2.49,2.49,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/354360.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/354360.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.49,2.49,1ea,,,IsFreshDeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,/shop/productgroup/198959,2.0,
Product,fresh vegetable salad japanese slaw,9400597065801,japanese slaw,fresh vegetable,fresh-vegetable-salad-japanese-slaw,6018401,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.85,5.8,1.05,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6018401.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6018401.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,15.22,12.89,1kg,bagged,450g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable salad baby leaf spinach,9400597043656,baby leaf spinach,fresh vegetable,fresh-vegetable-salad-baby-leaf-spinach,115160,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.15,4.15,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/115160.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/115160.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,34.58,34.58,1kg,bag,120g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable potatoes white washed,9414742352876,white washed,fresh vegetable,fresh-vegetable-potatoes-white-washed,147120,Kg,,3.0,,0.25,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,3.75,3.75,0.0,0.0,True,False,False,False,False,True,,,False,0.94,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/147120.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/147120.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.25,100.0,0.25,,,,3.75,3.75,1kg,loose,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit apples royal gala,9369998218912,royal gala,fresh fruit,fresh-fruit-apples-royal-gala,155003,Kg,,3.0,,0.2,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,5.95,5.95,0.0,0.0,True,False,False,False,False,True,,,False,1.19,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/155003.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/155003.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.2,100.0,0.1,,,,5.95,5.95,1kg,loose,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable spring onion ,9421000580087,,fresh vegetable,fresh-vegetable-spring-onion,144522,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,2.5,2.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/144522.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/144522.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.5,2.5,1ea,bunch,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit kiwifruit green loose,9414742351787,green loose,fresh fruit,fresh-fruit-kiwifruit-green-loose,282456,Kg,,3.0,,0.15,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,5.5,3.5,2.0,33.0,False,False,False,False,False,True,,,False,0.83,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/282456.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/282456.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.15,100.0,0.1,,,,5.5,3.5,1kg,min order 150g,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable kumara orange,9414742351824,orange,fresh vegetable,fresh-vegetable-kumara-orange,285868,Kg,,3.0,,0.4,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,6.45,6.45,0.0,0.0,True,False,False,False,False,True,,,False,2.58,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/285868.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/285868.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.4,100.0,0.1,,,,6.45,6.45,1kg,loose,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,the odd bunch fresh vegetable carrots ,9421903870155,,the odd bunch,the-odd-bunch-fresh-vegetable-carrots,567139,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.72,3.72,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/567139.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/567139.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.48,2.48,1kg,prepacked,1.5kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable mushrooms sliced,9400597065702,sliced,fresh vegetable,fresh-vegetable-mushrooms-sliced,6017185,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.99,6.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6017185.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6017185.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,17.48,17.48,1kg,prepacked,400g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh salad baby leaf spinach mini bag,9400597043618,baby leaf spinach mini bag,woolworths,woolworths-fresh-salad-baby-leaf-spinach-mini-bag,259426,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.5,3.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/259426.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/259426.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,58.33,58.33,1kg,,60g,IsFreshDeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.4,/shop/productgroup/198841,53.333,
Product,fresh vegetable courgette ,9414742351220,,fresh vegetable,fresh-vegetable-courgette,107325,Kg,,3.0,,0.2,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,13.99,13.99,0.0,0.0,True,False,False,False,False,True,,,False,2.8,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/107325.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/107325.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.2,100.0,0.1,,,,13.99,13.99,1kg,loose,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable capsicum red,0267774000005,red,fresh vegetable,fresh-vegetable-capsicum-red,281197,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.95,3.95,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/281197.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/281197.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.95,3.95,1ea,,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable mushrooms white button,9414742352074,white button,fresh vegetable,fresh-vegetable-mushrooms-white-button,143107,Kg,,3.0,,0.04,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,12.5,12.5,0.0,0.0,True,False,False,False,False,True,,,False,0.5,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/143107.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/143107.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.02,100.0,0.1,,,,12.5,12.5,1kg,loose,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable potatoes perlas,9414316600181,perlas,fresh vegetable,fresh-vegetable-potatoes-perlas,314400,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,Out of Stock,,0.0,False,False,10.99,10.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/314400.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/314400.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,7.33,7.33,1kg,box,1.5kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit oranges navel,9513336270470,navel,fresh fruit,fresh-fruit-oranges-navel,167835,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.99,6.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/167835.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/167835.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.66,4.66,1kg,prepacked,1.5kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable lettuce traditional iceberg,9414742351916,traditional iceberg,fresh vegetable,fresh-vegetable-lettuce-traditional-iceberg,154340,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.0,3.49,0.51,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/154340.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/154340.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.0,3.49,1ea,,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh tomatoes cherry,9400597028998,cherry,woolworths fresh,woolworths-fresh-tomatoes-cherry,58536,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.99,6.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/58536.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/58536.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,38.83,38.83,1kg,punnet,180g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable salad creamy winter slaw bag,9400597043823,creamy winter slaw bag,fresh vegetable,fresh-vegetable-salad-creamy-winter-slaw-bag,260700,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.5,6.0,0.5,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/260700.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/260700.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,14.44,13.33,1kg,,450g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
