type,name,barcode,variety,brand,slug,sku,unit,selectedPurchasingUnit,stockLevel,eachUnitQuantity,averageWeightPerUnit,hasShopperNotes,departments,subsAllowed,supportsBothEachAndKgPricing,adId,brandSuggestionId,brandSuggestionName,priceUnitLabel,availabilityStatus,onlineSample,onlineSampleRealProductMapId,isAgeRestricted,isTobaccoProduct,price.originalPrice,price.salePrice,price.savePrice,price.savePercentage,price.canShowSavings,price.hasBonusPoints,price.isClubPrice,price.isSpecial,price.isNew,price.canShowOriginalPrice,price.discount,price.total,price.isTargetedOffer,price.averagePricePerSingleUnit,price.isBoostOffer,price.purchasingUnitPrice,price.orderedPrice,price.isUsingOrderedPrice,price.currentPricingMatchesOrderedPricing,price.extendedListPrice,price.originalAveragePricePerSingleUnit,price.promotionStartDate,price.promotionEndDate,images.small,images.big,quantity.min,quantity.max,quantity.increment,quantity.value,quantity.quantityInOrder,quantity.purchasingQuantityString,size.cupListPrice,size.cupPrice,size.cupMeasure,size.packageType,size.volumeSize,productTag.tagType,productTag.multiBuy,productTag.bonusPoints,productTag.additionalTag.name,productTag.additionalTag.link,productTag.additionalTag.imagePath,productTag.additionalTag.linkTarget,productTag.additionalTag.altText,productTag.targetedOffer,productTag.boostOffer,id,link,positionIndex,headingText,paragraphText,products,image.src,image.alt,mobileImage.src,mobileImage.alt,productTag,content,additionalClassNames,secondaryImage.src,secondaryImage.alt,action.title,action.link,action.underlay,action.class,productTag.multiBuy.quantity,productTag.multiBuy.value,productTag.multiBuy.link,productTag.multiBuy.multiCupValue,productTag.additionalTag
Product,cadbury & more chocolate block tiramisu swirl,9300617310792,tiramisu swirl,cadbury & more,cadbury-more-chocolate-block-tiramisu-swirl,6059234,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,9.0,6.49,2.51,25.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6059234.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6059234.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.62,3.33,100g,,195g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,arnotts crackers sesame wheat,9310072000046,sesame wheat,arnotts,arnotts-crackers-sesame-wheat,36035,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.49,3.8,0.69,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/36035.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/36035.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.8,1.52,100g,box,250g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,mrs rogers eco organic curry powder ,9419740918253,,mrs rogers eco organic,mrs-rogers-eco-organic-curry-powder,172422,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.5,3.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/172422.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/172422.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.17,1.17,10g,box,30g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,freshlife raisins ,9337810107812,,freshlife,freshlife-raisins,946446,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.79,4.3,0.49,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/946446.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/946446.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.6,1.43,100g,,300g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,leggo's tomato paste ,9300645020823,,leggo's,leggo-s-tomato-paste,91990,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.29,4.29,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/91990.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/91990.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.53,1.53,100g,2pk,2 x 140g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths sunflower oil ,9400597022200,,woolworths,woolworths-sunflower-oil,605615,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.69,3.55,0.14,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/605615.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/605615.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.74,0.71,100mL,,500mL,IsGreatPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,whittakers chocolate peanut butter,9403142002405,peanut butter,whittakers,whittakers-chocolate-peanut-butter,721667,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,8.49,7.49,1.0,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/721667.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/721667.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.4,3.0,100g,block,250g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fabulicious sweets sherbert fizz thirst lemonade,9418315128059,sherbert fizz thirst lemonade,fabulicious,fabulicious-sweets-sherbert-fizz-thirst-lemonade,6017252,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.79,3.0,0.79,20.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6017252.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6017252.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.11,1.67,100g,,180g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,leggo's passata italian herb & basil,9300645019636,italian herb & basil,leggo's,leggo-s-passata-italian-herb-basil,250962,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.39,4.39,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/250962.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/250962.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.63,0.63,100g,,700g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,meadowfresh quick brekkie breakfast drink milk chocolate,9415522005593,milk chocolate,meadowfresh quick brekkie,meadowfresh-quick-brekkie-breakfast-drink-milk-chocolate,903640,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,10.99,9.89,1.1,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/903640.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/903640.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,7.33,6.59,1L,250ml uht packs,6pack,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,sunrice thin rice cakes salt and balsamic vinegar,9310140016665,salt and balsamic vinegar,sunrice,sunrice-thin-rice-cakes-salt-and-balsamic-vinegar,266675,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,2.99,2.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/266675.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/266675.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.87,1.87,100g,,160g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,sanitarium weet-bix gluten free breakfast cereal ,9300652804874,,sanitarium weet-bix,sanitarium-weet-bix-gluten-free-breakfast-cereal,794875,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,7.79,7.79,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/794875.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/794875.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.08,2.08,100g,,375g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,hansell baking soda ,9400564012906,,hansell,hansell-baking-soda,358609,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.99,3.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/358609.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/358609.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.0,1.0,100g,,400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,griffins meal mates crackers original,9400553436188,original,griffins meal mates,griffins-meal-mates-crackers-original,312722,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.29,4.29,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/312722.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/312722.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.87,1.87,100g,,230g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,meadow fresh calci strong flavoured milk chocolate uht,9414832293591,chocolate uht,meadow fresh calci strong,meadow-fresh-calci-strong-flavoured-milk-chocolate-uht,322115,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.79,6.79,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/322115.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/322115.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.53,4.53,1L,6pk,250mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fruit snack pears in raspberry jelly 480g,9300633922610,pears in raspberry jelly 480g,woolworths,woolworths-fruit-snack-pears-in-raspberry-jelly-480g,245393,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,2.89,2.69,0.2,0.0,True,False,True,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/245393.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/245393.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,6.02,5.6,1kg,120g pottles,4pack,IsClubPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fortune thai jasmine rice ,9414927000059,,fortune,fortune-thai-jasmine-rice,220956,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.79,3.79,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/220956.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/220956.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.38,0.38,100g,,1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,sanitarium up & go liquid breakfast vanilla ice fridge pack,9300652803235,vanilla ice fridge pack,sanitarium up & go,sanitarium-up-go-liquid-breakfast-vanilla-ice-fridge-pack,733705,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,19.99,17.49,2.5,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/733705.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/733705.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,6.66,5.83,1L,12pk,250mL,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,heinz seriously good aioli garlic,9300657021603,garlic,heinz seriously good,heinz-seriously-good-aioli-garlic,740735,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,8.4,6.7,1.7,20.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/740735.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/740735.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.83,1.46,100g,jar,460g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,greggs ginger ground,9400574005882,ground,greggs,greggs-ginger-ground,265255,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.2,3.2,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/265255.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/265255.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.07,1.07,10g,box,30g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths beans 5 mix no added salt,9300633951351,5 mix no added salt,woolworths,woolworths-beans-5-mix-no-added-salt,259402,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,1.2,1.2,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/259402.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/259402.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.86,2.86,1kg,can,420g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,sunrice white rice calrose medium grain,9310140283746,calrose medium grain,sunrice,sunrice-white-rice-calrose-medium-grain,33183,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.45,3.2,1.25,25.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/33183.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/33183.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.45,0.32,100g,,1kg,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,whittakers chocolate bar creamy milk slab,94005417,creamy milk slab,whittakers,whittakers-chocolate-bar-creamy-milk-slab,730522,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,Out of Stock,,0.0,False,False,2.69,2.69,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/730522.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/730522.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.38,5.38,100g,,50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,maggi recipe base chilli con carne,9400556015243,chilli con carne,maggi,maggi-recipe-base-chilli-con-carne,446459,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,1.89,1.89,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/446459.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/446459.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.61,4.61,100g,,41g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,harvest sesame oil ,9421902086755,,harvest,harvest-sesame-oil,741349,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,8.0,8.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/741349.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/741349.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.14,3.14,100mL,,255mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,diamond pasta lasagne sheets,9400593002596,lasagne sheets,diamond,diamond-pasta-lasagne-sheets,727939,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.09,3.5,0.59,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/727939.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/727939.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.64,1.4,100g,,250g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths cassava vegetable crisps sour cream & chives 144g,9300633209810,sour cream & chives 144g,woolworths,woolworths-cassava-vegetable-crisps-sour-cream-chives-144g,384255,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.49,3.49,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/384255.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/384255.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.42,2.42,100g,multipack,12pack,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,whittakers chocolate cocoa lovers dark ghana 86%,9420063600381,cocoa lovers dark ghana 86%,whittakers,whittakers-chocolate-cocoa-lovers-dark-ghana-86-,90003,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.99,5.99,1.0,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/90003.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/90003.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,6.99,5.99,100g,block,100g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths ice cream cones cups,9400597029636,cups,woolworths,woolworths-ice-cream-cones-cups,65512,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.19,3.19,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/65512.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/65512.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.13,0.13,1ea,boxed,24pack,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,whittakers chocolate almond gold,9403142000845,almond gold,whittakers,whittakers-chocolate-almond-gold,266867,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,8.49,7.49,1.0,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/266867.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/266867.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.4,3.0,100g,block,250g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,orion turtle chips choco churros,8801117983208,choco churros,orion turtle,orion-turtle-chips-choco-churros,167216,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.5,5.5,1.0,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/167216.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/167216.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.06,3.44,100g,,160g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths cayenne pepper ,9300633927196,,woolworths,woolworths-cayenne-pepper,250992,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,2.7,2.7,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/250992.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/250992.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.9,0.9,10g,shaker,30g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths sunflower seeds ,9414742961306,,woolworths,woolworths-sunflower-seeds,362395,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.75,3.75,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/362395.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/362395.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.25,1.25,100g,,300g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,barilla pasta sauce pesto rosso,8076809523547,pesto rosso,barilla,barilla-pasta-sauce-pesto-rosso,238030,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.39,6.39,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/238030.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/238030.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.2,3.2,100g,,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,nice & natural chewy muesli bars tropical & yoghurt,9400563452017,tropical & yoghurt,nice & natural chewy,nice-natural-chewy-muesli-bars-tropical-yoghurt,6000082,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.79,2.99,0.8,20.0,True,False,True,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6000082.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6000082.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.05,1.62,100g,6pk,185g,IsClubPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths apple cider vinegar ,9300633951634,,woolworths,woolworths-apple-cider-vinegar,293231,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.0,4.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/293231.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/293231.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.4,0.4,100mL,,1L,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,blue coconut coconut oil cooking oil,9421902489136,cooking oil,blue coconut,blue-coconut-coconut-oil-cooking-oil,795820,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,17.19,15.45,1.74,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/795820.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/795820.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.72,1.55,100mL,,1L,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,easiyo yoghurt base strawberry,9416892332005,strawberry,easiyo,easiyo-yoghurt-base-strawberry,6052123,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,5.69,5.69,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6052123.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6052123.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.85,2.85,100g,,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths wafers minis 175g,9300633700720,minis 175g,woolworths,woolworths-wafers-minis-175g,825167,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.0,3.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/825167.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/825167.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.71,1.71,100g,,6pack,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
